index,question,answer
0,"Julia has 11 less cookies than Nina has. Nina has 17 more cookies than Wendy, and Fiona has 29 more cookies than Nina. If Julia has 56 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",269
1,"Yasmine has 11 less cookies than Xander has. Xander has 19 more cookies than Wendy, and Bob has 25 more cookies than Xander. If Yasmine has 22 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",127
2,"Diana has 14 less cookies than Wendy has. Wendy has 20 more cookies than Rachel, and Sam has 18 more cookies than Wendy. If Diana has 44 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",216
3,"Laura has 15 less cookies than Quentin has. Quentin has 11 more cookies than Wendy, and George has 30 more cookies than Quentin. If Laura has 22 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",152
4,"Quentin has 11 less cookies than Alice has. Alice has 13 more cookies than Laura, and Nina has 19 more cookies than Alice. If Quentin has 36 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",183
5,"Diana has 7 less cookies than Sam has. Sam has 9 more cookies than Laura, and Michael has 19 more cookies than Sam. If Diana has 40 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",191
6,"Kevin has 5 less cookies than Diana has. Diana has 13 more cookies than Edward, and Xander has 28 more cookies than Diana. If Kevin has 20 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",110
7,"Hannah has 15 less cookies than Bob has. Bob has 14 more cookies than Kevin, and Ian has 21 more cookies than Bob. If Hannah has 58 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",284
8,"Kevin has 4 less cookies than Paula has. Paula has 16 more cookies than Hannah, and Zach has 15 more cookies than Paula. If Kevin has 26 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",115
9,"Michael has 7 less cookies than Victor has. Victor has 12 more cookies than Bob, and Laura has 30 more cookies than Victor. If Michael has 46 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",223
10,"Quentin has 4 less cookies than Fiona has. Fiona has 20 more cookies than Paula, and Rachel has 28 more cookies than Fiona. If Quentin has 21 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",104
11,"Victor has 10 less cookies than Tina has. Tina has 19 more cookies than Nina, and Hannah has 29 more cookies than Tina. If Victor has 43 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",212
12,"Fiona has 5 less cookies than Michael has. Michael has 14 more cookies than Uma, and Hannah has 26 more cookies than Michael. If Fiona has 20 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",107
13,"Edward has 8 less cookies than Yasmine has. Yasmine has 13 more cookies than Julia, and Sam has 28 more cookies than Yasmine. If Edward has 52 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",247
14,"Charlie has 11 less cookies than Paula has. Paula has 15 more cookies than Yasmine, and Nina has 21 more cookies than Paula. If Charlie has 59 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",275
15,"Yasmine has 5 less cookies than Tina has. Tina has 17 more cookies than Ian, and Sam has 30 more cookies than Tina. If Yasmine has 56 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",252
16,"Kevin has 11 less cookies than Nina has. Nina has 17 more cookies than Zach, and George has 25 more cookies than Nina. If Kevin has 43 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",213
17,"Kevin has 6 less cookies than Uma has. Uma has 12 more cookies than Ian, and Rachel has 26 more cookies than Uma. If Kevin has 27 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",140
18,"Charlie has 5 less cookies than Quentin has. Quentin has 15 more cookies than Xander, and Oscar has 23 more cookies than Quentin. If Charlie has 59 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",259
19,"Charlie has 9 less cookies than Rachel has. Rachel has 19 more cookies than Kevin, and Edward has 20 more cookies than Rachel. If Charlie has 27 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",136
20,"Diana has 6 less cookies than Quentin has. Quentin has 19 more cookies than Bob, and Zach has 28 more cookies than Quentin. If Diana has 35 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",167
21,"Kevin has 3 less cookies than Edward has. Edward has 9 more cookies than Julia, and Michael has 30 more cookies than Edward. If Kevin has 23 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",122
22,"Diana has 12 less cookies than Alice has. Alice has 12 more cookies than Tina, and Nina has 15 more cookies than Alice. If Diana has 25 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",139
23,"Bob has 6 less cookies than Kevin has. Kevin has 20 more cookies than Hannah, and Xander has 18 more cookies than Kevin. If Bob has 54 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",232
24,"Tina has 15 less cookies than Zach has. Zach has 20 more cookies than Laura, and Ian has 27 more cookies than Zach. If Tina has 38 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",204
25,"Victor has 5 less cookies than Kevin has. Kevin has 19 more cookies than Alice, and Paula has 25 more cookies than Kevin. If Victor has 38 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",173
26,"Zach has 15 less cookies than Wendy has. Wendy has 18 more cookies than Uma, and Michael has 17 more cookies than Wendy. If Zach has 36 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",188
27,"Oscar has 11 less cookies than Rachel has. Rachel has 10 more cookies than Kevin, and Zach has 29 more cookies than Rachel. If Oscar has 20 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",132
28,"Tina has 5 less cookies than Julia has. Julia has 17 more cookies than Charlie, and Kevin has 28 more cookies than Julia. If Tina has 43 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",198
29,"Diana has 8 less cookies than Wendy has. Wendy has 8 more cookies than Edward, and Michael has 28 more cookies than Wendy. If Diana has 47 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",232
30,"Tina has 4 less cookies than Yasmine has. Yasmine has 14 more cookies than Kevin, and Xander has 22 more cookies than Yasmine. If Tina has 50 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",220
31,"Diana has 5 less cookies than Ian has. Ian has 11 more cookies than Rachel, and Oscar has 23 more cookies than Ian. If Diana has 41 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",191
32,"Nina has 9 less cookies than Fiona has. Fiona has 15 more cookies than Oscar, and Quentin has 22 more cookies than Fiona. If Nina has 42 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",202
33,"Rachel has 14 less cookies than Yasmine has. Yasmine has 9 more cookies than Quentin, and Zach has 24 more cookies than Yasmine. If Rachel has 54 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",273
